step,mse_scaled,mae_scaled,mse_unscaled,mae_unscaled
1,0.010892721824347973,0.06689085811376572,90763.12187760048,193.0866808883923
2,0.020653532817959785,0.09901351481676102,172095.21879125733,285.81205778283794
3,0.028639890253543854,0.1184442937374115,238640.99403031115,341.90062506629255
4,0.03543798252940178,0.1316065937280655,295285.8249040663,379.89744114739375
5,0.0418749637901783,0.1426207572221756,348923.729398226,411.68831675562217
6,0.04842330142855644,0.15382696688175201,403484.98705681413,444.03788731668976
7,0.054770711809396744,0.16438235342502594,456375.8464364253,474.5053657695717
8,0.05969725921750069,0.17221912741661072,497427.0939132165,497.12837381162456
9,0.06272008270025253,0.17624583840370178,522612.5623650067,508.7504672042264
10,0.06472159922122955,0.17823930084705353,539291.0926857863,514.5054830077809
11,0.06690791994333267,0.18053887784481049,557506.1636194349,521.1439435820674
12,0.06940686702728271,0.18379808962345123,578331.9316930746,530.5498538419353
13,0.0717521607875824,0.18676522374153137,597871.3011903669,539.1182165112855
14,0.07386909425258636,0.18931010365486145,615513.5424229255,546.4613930034916
15,0.07554978132247925,0.19155900180339813,629517.0410886568,552.9539720849762
16,0.0770128071308136,0.19365395605564117,641705.7409077883,559.0027494185123
17,0.07879304885864258,0.1963687390089035,656540.220933716,566.838265080428
18,0.08051104843616486,0.19892102479934692,670856.3637024843,574.2040351691361
19,0.08209570497274399,0.20138977468013763,684059.8168778848,581.3310821660632
20,0.08378096669912338,0.20395700633525848,698103.8873200696,588.7413552920344
21,0.08536539226770401,0.20615598559379578,711303.1508673284,595.090746628813
22,0.08630223572254181,0.2071460634469986,719107.5420359576,597.9486451328322
23,0.08668812364339828,0.20707504451274872,722325.2609103221,597.7428152221725
24,0.0881943553686142,0.20842991769313812,734878.5749390592,601.654228687768
25,0.0945485308766365,0.21716755628585815,787819.3499882567,626.8737704948244
26,0.10279754549264908,0.2275443822145462,856556.8032304231,656.829515821133
27,0.10952900350093842,0.2346419095993042,912649.8677636093,677.3176502987359
28,0.11485431343317032,0.23934699594974518,957024.7315485826,690.8956217762802
29,0.11944038420915604,0.24358327686786652,995231.0441808903,703.1258953608066
30,0.12390847504138947,0.24816712737083435,1032463.0202867694,716.3608778767627
31,0.12850220501422882,0.25322410464286804,1070744.3786589205,730.9573738051903
32,0.1320093274116516,0.25689977407455444,1099964.6158481357,741.5680670067541
33,0.13411225378513336,0.25876420736312866,1117486.4302349654,746.9482516402721
34,0.13571809232234955,0.260062575340271,1130867.2204520917,750.6962697268004
35,0.13769999146461487,0.2621426284313202,1147381.5719265372,756.7019074089525
36,0.1397148072719574,0.26466435194015503,1164169.4266638237,763.9797615670244
37,0.14127938449382782,0.2666080892086029,1177207.541674185,769.5933275497397
38,0.14235828816890717,0.2678225040435791,1186195.3209687886,773.0969845075608
39,0.1430601179599762,0.2689096927642822,1192044.5806538202,776.2335738600659
40,0.14360308647155762,0.2698822319507599,1196569.927164744,779.0439205037983
41,0.14429453015327454,0.270874947309494,1202330.1990620918,781.9059700756235
42,0.1448582410812378,0.27168577909469604,1207029.9970580146,784.2514116582564
43,0.1455591917037964,0.27269989252090454,1212868.9324718553,787.1732907892648
44,0.14638826251029968,0.2738613188266754,1219773.5490210508,790.5289257280175
45,0.1471719592809677,0.27491483092308044,1226301.375123946,793.5680610101515
46,0.14752686023712158,0.2752373516559601,1229259.922908609,794.4993583862247
47,0.14712198078632355,0.27425894141197205,1225894.812814817,791.6754235417818
48,0.14718368649482727,0.27328065037727356,1226401.8252530259,788.8511065994225
49,0.1504802405834198,0.2760179042816162,1253869.9890012573,796.7519981119672
50,0.15469889342784882,0.2800656855106354,1289018.2909871987,808.438952346386
51,0.15741266310214996,0.2821550965309143,1311634.4847614225,814.4679064542377
52,0.15894725918769836,0.28278622031211853,1324426.6489555342,816.2871008678235
53,0.16022329032421112,0.28322750329971313,1335056.7887575417,817.5643474290285
54,0.1623091995716095,0.28494754433631897,1352433.8852266092,822.5303891293338
55,0.16497673094272614,0.2879193425178528,1374660.7220793723,831.1057576376114
56,0.16683070361614227,0.28973981738090515,1390114.0779709297,836.3633029751517
57,0.16744579374790192,0.2900215983390808,1395239.5412778438,837.1777413059726
58,0.167697474360466,0.28984707593917847,1397331.7349764295,836.6741719731727
59,0.168430358171463,0.2903735339641571,1403438.105159212,838.189234986002
60,0.16943779587745667,0.2912101447582245,1411834.6211353703,840.6084672251576
61,0.16995897889137268,0.2914435565471649,1416177.8360264956,841.2824663315756
62,0.17003558576107025,0.2910487949848175,1416818.1486214066,840.1417245187733
63,0.169995978474617,0.29073700308799744,1416484.0775485258,839.2393866680999
64,0.17026284337043762,0.29107367992401123,1418710.8635793682,840.211464142104
65,0.17081299424171448,0.29192790389060974,1423292.9265014452,842.6848093736855
66,0.17112517356872559,0.29243597388267517,1425895.5541616222,844.1456863110487
67,0.17135454714298248,0.2928010821342468,1427804.9688011094,845.1967494076385
68,0.17164723575115204,0.29319268465042114,1430243.8729169918,846.3326588891751
69,0.1720341444015503,0.2936075031757355,1433470.7651239792,847.5291706143711
70,0.17218738794326782,0.2934052348136902,1434747.4630723186,846.9439328377446
71,0.17164404690265656,0.29191693663597107,1430216.1250799377,842.6473034957991
72,0.17119430005550385,0.2903116047382355,1426475.1906203418,838.0171729903726
73,0.17341654002666473,0.2924492657184601,1444985.5741150558,844.1831506189545
74,0.1762361079454422,0.2954239547252655,1468476.3574853223,852.7721089097015
75,0.17747676372528076,0.29644227027893066,1478821.2913229433,855.711505340942
76,0.1783178299665451,0.2970922887325287,1485822.5924340044,857.58470070667
77,0.1792891025543213,0.2978866994380951,1493919.0528365462,859.8802108172483
78,0.18063263595104218,0.29908281564712524,1505115.6445160543,863.330162630734
79,0.1820429265499115,0.30061981081962585,1516869.1221545062,867.7666892049853
80,0.18287838995456696,0.3013090193271637,1523825.938454328,869.7550239950293
81,0.18322649598121643,0.3013104498386383,1526727.8661776579,869.7616016611863
82,0.1835913509130478,0.30146560072898865,1529767.799429942,870.2076574853586
83,0.1840251088142395,0.3017490804195404,1533385.5167476293,871.0258676292641
84,0.184589222073555,0.30223754048347473,1538082.5450678868,872.437602571265
85,0.18483629822731018,0.30237212777137756,1540144.166991602,872.8250371845654
86,0.1844770908355713,0.30180612206459045,1537146.4516429238,871.1947887839443
87,0.1839752048254013,0.3013699948787689,1532965.4234476762,869.9361958523532
88,0.18353015184402466,0.30096176266670227,1529263.2850304462,868.756512701969
89,0.18337102234363556,0.30092185735702515,1527929.8292975074,868.6415199768282
90,0.18331296741962433,0.30087217688560486,1527451.17143997,868.4992795740254
91,0.1832856833934784,0.30099770426750183,1527222.1559877088,868.8611375295752
92,0.1831417828798294,0.3011051416397095,1526020.7670023704,869.168881272587
93,0.18294763565063477,0.3011597692966461,1524405.7661508804,869.3276355172881
94,0.18265856802463531,0.3008037507534027,1521996.6773957072,868.2968879907095
95,0.18178711831569672,0.29940494894981384,1514735.0394067802,864.2653427736003
96,0.1801827996969223,0.29679977893829346,1501368.816425507,856.7404032361754
97,0.1804284304380417,0.29684528708457947,1503417.0997806394,856.8736286224879
98,0.18192215263843536,0.2984302341938019,1515861.9788095227,861.4469545960548
99,0.18229004740715027,0.29854801297187805,1518923.5394580143,861.7906129636976
100,0.18281243741512299,0.2987920939922333,1523280.807076864,862.4918420806396
101,0.1835397481918335,0.299198180437088,1529340.4038559448,863.6660732380678
102,0.18408718705177307,0.2995119094848633,1533902.708181214,864.5725617782692
103,0.18442852795124054,0.299691379070282,1536748.6900773838,865.0880979626073
104,0.18463797867298126,0.29982250928878784,1538482.5979244008,865.4663870399938
105,0.1845562756061554,0.29970189929008484,1537809.0574323223,865.1191821260272
106,0.18441130220890045,0.2997013330459595,1536600.7670043686,865.1169564054702
107,0.18420904874801636,0.2996363937854767,1534913.5338781343,864.9305943406179
108,0.18415600061416626,0.29968541860580444,1534471.568788155,865.0724870194348
109,0.18412503600120544,0.29977062344551086,1534218.181713776,865.3187364548266
110,0.18404440581798553,0.299824059009552,1533541.82042909,865.474723155262
111,0.18382006883621216,0.29976344108581543,1531671.46612539,865.2919384829598
112,0.18352533876895905,0.29963457584381104,1529219.8704485558,864.9269675290767
113,0.1832425892353058,0.2995559573173523,1526867.1858652425,864.6970699011152
114,0.18299376964569092,0.29937341809272766,1524789.928261203,864.1726438332948
115,0.18279416859149933,0.2991425096988678,1523129.5025931604,863.5047889784731
116,0.1827041357755661,0.2990518808364868,1522381.4106423836,863.2462109066716
117,0.18275126814842224,0.2990760803222656,1522770.8308768487,863.3142411820676
118,0.18307100236415863,0.29934751987457275,1525431.3289510007,864.093086504166
119,0.18348518013954163,0.2997697591781616,1528883.8447805664,865.3156464845794
120,0.18363481760025024,0.2999430000782013,1530130.8489991417,865.8147033847831
121,0.18415547907352448,0.3005048930644989,1534476.0868069783,867.4364149218158
122,0.1849941611289978,0.3014061450958252,1541456.6839183094,870.0408801954687
123,0.18536977469921112,0.30173343420028687,1544588.8541255018,870.9819058926809
124,0.18579259514808655,0.30215203762054443,1548112.5635068929,872.194862385306
125,0.1862945258617401,0.30263224244117737,1552290.658842122,873.576020025326
126,0.18687088787555695,0.3032777011394501,1557100.887343166,875.4389499696315
127,0.18726801872253418,0.30373722314834595,1560407.602709234,876.766759266663
128,0.18753989040851593,0.3039800822734833,1562668.7676412691,877.4680859544688
129,0.18756666779518127,0.30395495891571045,1562896.9778149477,877.3965964582179
130,0.1875036507844925,0.3038778305053711,1562367.970732374,877.1731683417725
131,0.18749961256980896,0.3038935363292694,1562336.6554045957,877.2206571730271
132,0.18758265674114227,0.30400699377059937,1563029.2067451722,877.547455034009
133,0.18751811981201172,0.303900808095932,1562487.956340618,877.241566061891
134,0.18742139637470245,0.30379730463027954,1561685.1395924152,876.9417606009373
135,0.187297984957695,0.30362415313720703,1560653.4370690412,876.439439731529
136,0.18707282841205597,0.3033991754055023,1558775.726057892,875.7916869407281
137,0.18677571415901184,0.3031453788280487,1556306.2984245988,875.05804933808
138,0.18653781712055206,0.3028562664985657,1554319.0640082208,874.2254723080919
139,0.18627384305000305,0.3025788366794586,1552115.1527082012,873.4212187086891
140,0.18597935140132904,0.30235305428504944,1549663.7848029924,872.7729976643917
141,0.18570511043071747,0.3019953668117523,1547379.0207332277,871.7414009678511
