step,mse_scaled,mae_scaled,mse_unscaled,mae_unscaled
1,0.010730557143688202,0.06681133806705475,89411.94115235705,192.85731986830075
2,0.02023906260728836,0.0988694578409195,168641.41885368104,285.39620886516525
3,0.027848349884152412,0.11781895160675049,232045.47332232748,340.09493796709893
4,0.03452958166599274,0.13095401227474213,287717.44469800394,378.0125646949621
5,0.04102174565196037,0.14201147854328156,341812.45258615667,409.93128469764963
6,0.047142405062913895,0.1520688533782959,392812.57693134743,438.9624822269867
7,0.05257459729909897,0.16076193749904633,438076.6022409219,464.0540894004012
8,0.05703667178750038,0.16734406352043152,475257.48404107563,483.05543114736884
9,0.06017721816897392,0.17139548063278198,501424.96338036715,494.75115560406283
10,0.06302648037672043,0.1753665655851364,525164.0141690077,506.21282990765474
11,0.06610500812530518,0.1799042671918869,550818.2794810405,519.3123276605471
12,0.06880895048379898,0.18338479101657867,573347.7523418065,529.3593234445573
13,0.07085444033145905,0.18568365275859833,590391.4337094835,535.9947926981629
14,0.07293648272752762,0.18825794756412506,607740.1148017156,543.4236351683992
15,0.07508555054664612,0.19126537442207336,625649.2822075723,552.1067342227099
16,0.07685627043247223,0.1937168389558792,640405.2078825546,559.1831392298905
17,0.07817361503839493,0.19524602591991425,651379.4414325802,563.5974400077288
18,0.07972723990678787,0.1972489058971405,664326.1960400654,569.3768658699555
19,0.08164790272712708,0.1998947113752365,680328.5889035848,577.0156277692295
20,0.0832480937242508,0.20203305780887604,693665.3175289254,583.1875187648329
21,0.08426317572593689,0.20328620076179504,702118.8780975284,586.8073425342633
22,0.08493766188621521,0.20386748015880585,707740.0717637555,588.4847007569484
23,0.08543877303600311,0.20404446125030518,711917.6718698681,588.9940033786673
24,0.08729720860719681,0.20597361028194427,727402.2535426554,594.5620140554851
25,0.09401991218328476,0.21566373109817505,783417.1316352227,622.5365124844674
26,0.10224062949419022,0.22632014751434326,851915.1790689765,653.2962823001515
27,0.1079041138291359,0.2318400740623474,899110.4574742178,669.2284739080782
28,0.1125306710600853,0.23570241034030914,937660.604257673,680.3764613313219
29,0.11762401461601257,0.24066072702407837,980099.3782602133,694.6957961326747
30,0.1228552758693695,0.2460569590330124,1023687.5205864673,710.2687972796951
31,0.12701231241226196,0.25032055377960205,1058325.4643025072,722.574511924191
32,0.12979204952716827,0.25266996026039124,1081486.9443361328,729.3573740841836
33,0.1316957026720047,0.2539919316768646,1097353.6146586526,733.1726023827241
34,0.13398565351963043,0.25649529695510864,1116434.6252350204,740.3946417908633
35,0.1363987773656845,0.2596461772918701,1136540.0414551878,749.4953939676448
36,0.13771569728851318,0.2610602080821991,1147512.5166193533,753.5772151656438
37,0.13856782019138336,0.2620965540409088,1154609.8479686899,756.5682602788035
38,0.140108123421669,0.2643502950668335,1167446.5868627913,763.0758711855282
39,0.14191418886184692,0.26700708270072937,1182500.9816092567,770.744805996873
40,0.1430439054965973,0.26827695965766907,1191911.1711683413,774.407368291384
41,0.14358778297901154,0.2685427665710449,1196439.34267796,775.1768312536013
42,0.1445903778076172,0.2695268988609314,1204798.4024427296,778.0176786510833
43,0.1462659239768982,0.2714049816131592,1218760.0351433672,783.4386280527539
44,0.14706748723983765,0.2721020579338074,1225443.1513963912,785.4484127085184
45,0.14722229540348053,0.2718192934989929,1226724.2241985765,784.6347242757747
46,0.14773650467395782,0.2722894251346588,1231009.7950194518,785.990206483641
