Step,train_loss,val_loss
1,0.24438699999999999,0.3240370000000000
2,0.17683699999999999,0.2600390000000000
3,0.16581599999999999,0.23385400000000001
4,0.16369500000000001,0.32538400000000001
5,0.16570599999999999,0.20846999999999999
6,0.15901899999999999,0.21744800000000000
7,0.15870699999999999,0.19343199999999999
8,0.15429100000000001,0.21750300000000000
9,0.15168100000000001,0.29665200000000003
10,0.15756100000000001,0.31489200000000001
11,0.1535190000000000,0.33594499999999999
12,0.13658200000000001,0.0975660000000000
13,0.13134399999999999,0.09359900000000000
14,0.1300370000000000,0.0990450000000000
15,0.13042500000000001,0.09397700000000000
16,0.12966400000000000,0.09413000000000001
17,0.12924600000000000,0.09597000000000000
18,0.12065500000000000,0.08511400000000000
19,0.11893400000000000,0.0845160000000000
20,0.1186120000000000,0.08329800000000000
21,0.11737300000000001,0.08185199999999999
22,0.11667300000000000,0.08197100000000000
23,0.11534000000000000,0.07971200000000001
24,0.1138190000000000,0.07939800000000000
25,0.11317600000000000,0.07908100000000000
26,0.11227200000000000,0.07765600000000000
27,0.11156400000000000,0.07767700000000000
28,0.11109200000000000,0.07715000000000000
29,0.11001700000000000,0.07608600000000000
30,0.10923200000000000,0.07550300000000000
31,0.10859099999999999,0.07507900000000001
32,0.10829700000000000,0.074863000000000
33,0.10801800000000000,0.07539300000000000
34,0.10750600000000000,0.0747480000000000
35,0.10703100000000000,0.07441000000000000
36,0.10691900000000000,0.07397600000000000
37,0.10643600000000000,0.07474200000000000
38,0.10600000000000000,0.07378400000000000
39,0.1059270000000000,0.07387600000000000
40,0.10603799999999999,0.07405600000000000
41,0.10545800000000000,0.07313200000000000
42,0.10496600000000000,0.07376000000000001
43,0.10445000000000000,0.07345400000000001
44,0.10460200000000000,0.07298100000000000
45,0.10374600000000000,0.07297900000000000
46,0.10316200000000000,0.07221000000000000
47,0.1029320000000000,0.0720370000000000
48,0.1024130000000000,0.0714490000000000
49,0.10174900000000001,0.07090500000000000
50,0.10137200000000000,0.07160600000000000
51,0.1010360000000000,0.07172099999999999
52,0.1006090000000000,0.07038899999999999
53,0.10013400000000000,0.07026399999999999
54,0.09971400000000000,0.07004400000000000
55,0.09893600000000000,0.07016900000000000
56,0.09839500000000000,0.0700570000000000
57,0.0984600000000000,0.0697990000000000
58,0.09792600000000000,0.06975199999999999
59,0.09712400000000000,0.06996800000000000
60,0.09670600000000000,0.07003000000000000
61,0.09653700000000000,0.06880200000000000
62,0.09627900000000000,0.06887600000000001
63,0.0955810000000000,0.06940499999999999
64,0.09500599999999999,0.06841400000000000
65,0.09429500000000000,0.06918700000000000
66,0.09419300000000000,0.06895100000000000
67,0.09395299999999999,0.06922900000000000
68,0.0935360000000000,0.06764199999999999
69,0.09297300000000000,0.06768299999999999
70,0.09263500000000000,0.06757400000000000
71,0.09267700000000000,0.06782000000000001
72,0.09235400000000001,0.06741000000000000
73,0.09189899999999999,0.06769699999999999
74,0.09185000000000000,0.06831300000000000
75,0.09193300000000000,0.06678900000000000
76,0.09133900000000000,0.06664399999999999
77,0.09108500000000000,0.0669050000000000
78,0.09074800000000000,0.06702300000000000
79,0.09091200000000001,0.0664900000000000
80,0.09032200000000000,0.06643400000000001
81,0.08999799999999999,0.0659860000000000
82,0.09033099999999999,0.06707900000000000
83,0.08946300000000000,0.06650600000000000
84,0.08951700000000000,0.06665600000000001
85,0.0892000000000000,0.06643100000000000
86,0.08507400000000000,0.06553200000000001
87,0.08491200000000000,0.06531500000000000
88,0.08444699999999999,0.06469700000000000
89,0.0843710000000000,0.06486500000000001
90,0.08415499999999999,0.06544700000000001
91,0.08425900000000000,0.06524500000000000
92,0.08404200000000001,0.06538900000000000
93,0.08177500000000000,0.06481099999999999
94,0.08161700000000000,0.06499900000000000
95,0.08133500000000000,0.06497200000000000
96,0.08121500000000000,0.06482900000000000
97,0.08019200000000000,0.06330200000000000
98,0.08002099999999999,0.06319600000000
99,0.0801300000000000,0.06331600000000000
100,0.07998500000000000,0.0632780000000000

