Step,train_loss,val_loss,val_loss
40,0.10263200000000000,0.07147900000000000,0.07147900000000000
41,0.1017930000000000,0.07103700000000000,0.07103700000000000
42,0.1011150000000000,0.0703750000000000,0.0703750000000000
43,0.09998799999999999,0.06971100000000000,0.06971100000000000
44,0.0988050000000000,0.06942100000000000,0.06942100000000000
45,0.09819700000000001,0.06883400000000001,0.06883400000000001
46,0.09696900000000000,0.0684550000000000,0.0684550000000000
47,0.0964320000000000,0.0680640000000000,0.0680640000000000
48,0.09540899999999999,0.06765300000000000,0.06765300000000000
49,0.09432599999999999,0.06741500000000000,0.06741500000000000
50,0.09394300000000000,0.0669340000000000,0.0669340000000000
51,0.0932910000000000,0.06683900000000000,0.06683900000000000
52,0.09265900000000001,0.06711700000000000,0.06711700000000000
53,0.09235100000000000,0.06665500000000001,0.06665500000000001
54,0.09183800000000000,0.06690900000000000,0.06690900000000000
55,0.09115800000000000,0.06703000000000001,0.06703000000000001
56,0.09081200000000000,0.06633300000000,0.06633300000000
57,0.09057999999999999,0.06634600000000000,0.06634600000000000
58,0.09007700000000000,0.0661530000000000,0.0661530000000000
59,0.08988100000000000,0.06599099999999999,0.06599099999999999
60,0.08969000000000001,0.06660900000000000,0.06660900000000000
61,0.08897900000000000,0.06607800000000000,0.06607800000000000
62,0.08887900000000000,0.06617700000000000,0.06617700000000000
63,0.08845000000000000,0.06543700000000000,0.06543700000000000
64,0.08794800000000000,0.06519700000000000,0.06519700000000000
65,0.08821800000000000,0.06533700000000001,0.06533700000000001
66,0.0876980000000000,0.06503900000000000,0.06503900000000000
67,0.08703100000000000,0.06459200000000000,0.06459200000000000
68,0.08709100000000000,0.06521000000000000,0.06521000000000000
69,0.08667300000000000,0.06471800000000000,0.06471800000000000
70,0.08613500000000000,0.06413600000000000,0.06413600000000000
71,0.08590500000000000,0.06402600000000000,0.06402600000000000
72,0.08592700000000000,0.06442800000000000,0.06442800000000000
73,0.08565600000000000,0.06408800000000001,0.06408800000000001
74,0.08572200000000001,0.06438000000000001,0.06438000000000001
75,0.08537900000000000,0.06411400000000000,0.06411400000000000
76,0.08265100000000000,0.06349800000000000,0.06349800000000000
77,0.08222900000000000,0.06314800000000000,0.06314800000000000
78,0.08202800000000000,0.06309300000000000,0.06309300000000000
79,0.08195900000000000,0.06298700000000000,0.06298700000000000
80,0.08155800000000001,0.06265500000000000,0.06265500000000000
81,0.08138900000000000,0.06268400000000000,0.06268400000000000
82,0.08116400000000000,0.06243000000000000,0.06243000000000000
83,0.08112300000000000,0.06255500000000000,0.06255500000000000
84,0.08094500000000000,0.06262900000000000,0.06262900000000000
85,0.08072300000000000,0.062170999999999997,0.062170999999999997
86,0.08046700000000000,0.062156999999999997,0.062156999999999997
87,0.08055600000000000,0.06208700000000000,0.06208700000000000
88,0.08052600000000000,0.0621460000000000,0.0621460000000000
89,0.08008100000000000,0.06189300000000000,0.06189300000000000
90,0.07987300000000000,0.061960000000000001,0.061960000000000001
91,0.07979899999999999,0.061772000000000001,0.061772000000000001
92,0.07944700000000000,0.061630999999999998,0.061630999999999998
93,0.07939499999999999,0.061684000000000003,0.061684000000000003
94,0.07929700000000001,0.06164400000000000,0.06164400000000000
95,0.07915300000000000,0.06205000000000000,0.06205000000000000
96,0.07871400000000001,0.0619600000000000,0.0619600000000000
97,0.0773460000000000,0.06350600000000001,0.06350600000000001
98,0.07725400000000000,0.06318500000000001,0.06318500000000001
99,0.07696799999999999,0.06266600000000000,0.06266600000000000
100,0.0770560000000000,0.0625860000000000,0.0625860000000000

