Step,train_loss,val_loss
1,0.2547760000000000,0.31768800000000
2,0.1822480000000000,0.25233200000000000
3,0.1635290000000000,0.2622040000000000
4,0.1618270000000000,0.33541399999999999
5,0.1653450000000000,0.23546100000000000
6,0.15498200000000001,0.2281170000000000
7,0.15854900000000000,0.1760870000000000
8,0.15168799999999999,0.27031800000000000
9,0.14565000000000000,0.17140600000000000
10,0.14461599999999999,0.21966500000000000
11,0.14260900000000001,0.13840100000000000
12,0.1345550000000000,0.1382420000000000
13,0.1393770000000000,0.15969800000000001
14,0.13247100000000001,0.1112830000000000
15,0.1332610000000000,0.10075800000000000
16,0.13094900000000001,0.1008350000000000
17,0.13229800000000000,0.09813800000000000
18,0.12991200000000000,0.09989199999999999
19,0.12550200000000000,0.09734100000000000
20,0.1269770000000000,0.10551199999999999
21,0.13042699999999999,0.09898400000000000
22,0.1284340000000000,0.10376800000000000
23,0.1271640000000000,0.09268400000000000
24,0.12731999999999999,0.09397200000000000
25,0.12554100000000001,0.09251900000000000
26,0.12656400000000001,0.10044200000000000
27,0.12697900000000001,0.10419700000000000
28,0.12520999999999999,0.08981200000000000
29,0.12513299999999999,0.09360499999999999
30,0.12527400000000000,0.09299200000000001
31,0.12633100000000000,0.09053000000000000
32,0.1227240000000000,0.0919160000000000
33,0.11274800000000000,0.0774570000000000
34,0.11114599999999999,0.0770400000000000
35,0.11117700000000000,0.07806000000000000
36,0.111299000000000,0.07669100000000000
37,0.11129500000000001,0.07653600000000001
38,0.110222000000000,0.07577900000000000
39,0.11100400000000001,0.07776900000000000
40,0.10970100000000001,0.07632500000000000
41,0.10911000000000000,0.07695399999999999
42,0.10945299999999999,0.0763490000000000
43,0.10238500000000000,0.07174999999999999
44,0.10143300000000000,0.07140299999999999
45,0.1005860000000000,0.07063100000000000
46,0.09990400000000001,0.0704980000000000
47,0.09964700000000000,0.06970800000000001
48,0.09837300000000000,0.06922900000000000
49,0.0976080000000000,0.06893600000000000
50,0.0973290000000000,0.0681190000000000
51,0.0961790000000000,0.06858100000000000
52,0.09599299999999999,0.0679600000000000
53,0.09483000000000000,0.06793200000000001
54,0.09460700000000000,0.06736800000000000
55,0.09412000000000000,0.0677490000000000
56,0.0932230000000000,0.06725200000000001
57,0.0927340000000000,0.06681100000000000
58,0.09263000000000000,0.0665160000000000
59,0.0922480000000000,0.06739199999999999
60,0.09198700000000000,0.06645100000000000
61,0.09173900000000000,0.06707100000000001
62,0.09078899999999999,0.06937200000000000
63,0.09064899999999999,0.06894200000000000
64,0.09040800000000000,0.0665350000000000
65,0.08686000000000001,0.06654300000000000
66,0.08641600000000001,0.0656700000000000
67,0.0862350000000000,0.0665290000000000
68,0.08571600000000000,0.066546000000000
69,0.08555800000000000,0.06676600000000001
70,0.08525000000000001,0.06722000000000000
71,0.08348200000000000,0.06632600000000000
72,0.08288400000000000,0.06692200000000000
73,0.08297400000000001,0.06671700000000000
74,0.08268800000000000,0.06646800000000000
75,0.08177800000000000,0.064066000000000
76,0.08154100000000000,0.06440500000000000
77,0.08137600000000000,0.06404200000000000
78,0.08129900000000000,0.06470200000000000
79,0.08116500000000000,0.0642960000000000
80,0.08125900000000000,0.0641860000000000
81,0.08107700000000000,0.0641770000000000
82,0.08041600000000000,0.06323500000000000
83,0.08015899999999999,0.06329100000000000
84,0.07998100000000000,0.0631960000000000
85,0.08014499999999999,0.06323500000000000
86,0.0800880000000000,0.06325400000000000
87,0.07997200000000000,0.0633420000000000
88,0.07977300000000000,0.06329799999999999
89,0.07974600000000000,0.06315600000000000
90,0.07934800000000000,0.06324200000000001
91,0.07946499999999999,0.0632220000000000
92,0.07920800000000000,0.06322899999999999
93,0.0792050000000000,0.06320700000000000
94,0.07901200000000000,0.0632860000000000
95,0.07904100000000000,0.06329100000000000
96,0.07895700000000000,0.06330300000000000
97,0.07890100000000000,0.06331400000000000
98,0.07869600000000000,0.06332200000000000
99,0.07909900000000000,0.06333600000000000

