Step,train_loss,val_loss
1,0.27135300000000001,0.2779880000000000
2,0.24037300000000000,0.3323050000000000
3,0.23005700000000001,0.30311900000000003
4,0.23287400000000000,0.3041300000000000
5,0.23349200000000001,0.2814950000000000
6,0.227327000000000,0.26099200000000000
7,0.22545999999999999,0.2630370000000000
8,0.22592499999999999,0.2643320000000000
9,0.22419900000000001,0.25815600000000000
10,0.22251000000000001,0.2541160000000000
11,0.2180690000000000,0.2415680000000000
12,0.2133350000000000,0.25083000000000000
13,0.21199000000000001,0.23970600000000000
14,0.20797599999999999,0.22962299999999999
15,0.20508399999999999,0.23695099999999999
16,0.20142699999999999,0.23131199999999999
17,0.1992590000000000,0.2193700000000000
18,0.1951000000000000,0.2257940000000000
19,0.19356000000000001,0.23118300000000000
20,0.19292799999999999,0.2230140000000000
21,0.19222300000000000,0.2154350000000000
22,0.19050700000000001,0.23194000000000001
23,0.1896330000000000,0.21665000000000
24,0.18692300000000001,0.2382560000000000
25,0.1885340000000000,0.2239960000000000
26,0.17759700000000000,0.20825299999999999
27,0.17499200000000001,0.2041040000000000
28,0.17473800000000000,0.20637600000000000
29,0.1741100000000000,0.20657800000000001
30,0.1731940000000000,0.2086640000000000
31,0.17342500000000000,0.2080100000000000
32,0.1672820000000000,0.1960200000000000
33,0.16639799999999999,0.19532500000000000
34,0.16625400000000001,0.19614400000000001
35,0.1654270000000000,0.1962830000000000
36,0.16525799999999999,0.19788800000000001
37,0.1642250000000000,0.20001200000000000
38,0.16220899999999999,0.20080500000000001
39,0.1619340000000000,0.19731799999999999
40,0.16120200000000001,0.19758800000000001
41,0.16117600000000001,0.19617299999999999
42,0.15981600000000001,0.1962890000000000
43,0.15946600000000000,0.19620499999999999

