Step,train_loss,val_loss
1,0.2760630000000000,0.3533820000000000
2,0.2386430000000000,0.3333750000000000
3,0.23325899999999999,0.3320610000000000
4,0.2303700000000000,0.31628699999999998
5,0.23036300000000001,0.28464899999999999
6,0.22508500000000001,0.29504999999999998
7,0.22230600000000000,0.27888900000000000
8,0.2243790000000000,0.2924590000000000
9,0.22150800000000001,0.2930240000000000
10,0.21920400000000001,0.28841800000000001
11,0.21728900000000001,0.2791150000000000
12,0.2100070000000000,0.23523200000000000
13,0.2056000000000000,0.2428280000000000
14,0.20197999999999999,0.2373310000000000
15,0.20013200000000000,0.2509790000000000
16,0.19809700000000000,0.24604200000000001
17,0.188726000000000,0.21339200000000000
18,0.18445900000000001,0.21412100000000001
19,0.18257699999999999,0.21164100000000000
20,0.18006000000000000,0.21515999999999999
21,0.17796500000000001,0.20637700000000000
22,0.17594199999999999,0.21227699999999999
23,0.173693000000000,0.20319599999999999
24,0.1723200000000000,0.2079360000000000
25,0.17020900000000000,0.208144000000000
26,0.1696310000000000,0.203627000000000
27,0.1683810000000000,0.20218100000000000
28,0.16818900000000001,0.1997690000000000
29,0.16753399999999999,0.20091100000000001
30,0.16566700000000001,0.1988120000000000
31,0.16552200000000000,0.1998140000000000
32,0.16497000000000001,0.19860300000000000
33,0.16447999999999999,0.19908999999999999
34,0.1636710000000000,0.20055600000000001
35,0.16300400000000001,0.19938600000000001
36,0.1629520000000000,0.19200400000000001
37,0.16223399999999999,0.2046030000000000
38,0.16139500000000001,0.1937670000000000
39,0.16160500000000000,0.19400000000000001
40,0.16069400000000000,0.19238100000000000
41,0.1564820000000000,0.19603599999999999
42,0.15562100000000001,0.1904250000000000
43,0.15481200000000001,0.19001100000000001
44,0.15511600000000000,0.1944270000000000
45,0.154153000000000,0.1948120000000000
46,0.15416400000000000,0.191431000000000
47,0.15346699999999999,0.19163600000000000
48,0.1522980000000000,0.2016300000000000
49,0.15231300000000000,0.19874800000000001
50,0.15203100000000000,0.1966050000000000
51,0.15176000000000001,0.1963270000000000
52,0.15092700000000001,0.1954670000000000
53,0.15057899999999999,0.1966420000000000

