step,mse_scaled,mae_scaled,mse_unscaled,mae_unscaled
60,0.0956297516822815,0.2113315314054489,221942.1891291039,321.94943614408055
120,0.10218694061040878,0.22506804764270782,237160.73608731298,342.87580881808043
180,0.10309925675392151,0.23126952350139618,239277.6167005034,352.32365629635865
240,0.11299333721399307,0.24365071952342987,262240.39355275483,371.1855395215763
overall,0.09581837058067322,0.2155185043811798,222380.0436392873,328.32808890794183
