step,mse_scaled,mae_scaled,mse_unscaled,mae_unscaled
60,0.10165367275476456,0.21860095858573914,235922.6715947667,333.02450610043496
120,0.10849924385547638,0.22622446715831757,251810.13119007097,344.6381831804597
180,0.11880134791135788,0.2457112967967987,275720.6065257143,374.3253341391682
240,0.12373879551887512,0.2533285319805145,287178.93502198305,385.9290466663594
overall,0.10497693717479706,0.2229003757238388,243635.71356294732,339.57408075036955
