step,mse_scaled,mae_scaled,mse_unscaled,mae_unscaled
60,0.12851330637931824,0.255464643239975,2210159.3637123704,1059.4189431542572
120,0.14449259638786316,0.2786455452442169,2484964.4007058516,1155.5534094025577
180,0.20578555762767792,0.3438178300857544,3539082.7590895044,1425.823491125178
240,0.230563223361969,0.3660292625427246,3965201.0499806097,1517.9359971025963
overall,0.15258225798606873,0.282082736492157,2624092.6478809156,1169.8062049914283
